,Unnamed: 0,logs,cat
3209,3209,i went to the gas station and i ran out of gas ,transport
3504,3504,the new pants i made today ,shopping
3455,3455,i bought a pair from nike ,shopping
5192,5192,i bought the new dongle ,shopping
3795,3795,i used to buy smartphones and laptops from the indian company at prices of 500 to 1000,shopping
2971,2971,this trip was incredible!,transport
3133,3133,the flight to the airport is tickets ,transport
1794,1794,car maintenance,transport
4215,4215,expenses of goods,shopping
4430,4430,amazon is stock price is bought,shopping
2607,2607,my car is got a fix ,transport
2327,2327,i got a ticket for a ride ,transport
3995,3995,i bought two pairs and a shirt today ,shopping
213,213,purchased fruits and vegetables,food
5526,5526,paid my rent today ,bills
3055,3055,i fixed my bike last week with a forklift ,transport
494,494,i m buying vegables today ,food
851,851,i bought some cashews with dried fruit ,food
2146,2146,today i flew to kashmir ,transport
4036,4036,the computer is installed on an open office desk ,shopping
6514,6514,I have paid this month loan ,bills
3519,3519,i really liked saree ,shopping
6273,6273,i paid the loan for this month ,bills
647,647,make butter and eggs,food
1515,1515,my bike broke today ,transport
5079,5079,purchased with a stationary,shopping
1879,1879,to korea ,transport
1753,1753,the cost to take the ride,transport
1823,1823,i went to work on the bus ,transport
806,806,in front of me i bought one kilo of beans 1 litre of olive oil ,food
2566,2566,i left my car because of the rain ,transport
6352,6352,my insurance covers this new month ,bills
3650,3650,bought a sony camera for free,shopping
2314,2314,i booked my plane tickets ,transport
5244,5244,they bought a new television ,shopping
5536,5536,the house of my account has been paid fully ,bills
2173,2173,he paid a ticket in two on the train ,transport
5229,5229,gp card,shopping
4278,4278,i bought a new camera i ve come to make a point ,shopping
5294,5294,that is why i bought perfume and cosmetics ,shopping
6169,6169,i ll pay my taxes this year ,bills
3449,3449,i bought two pairs of boots from nike ,shopping
3315,3315,I purchase a new motorcycle,shopping
4429,4429,amazon prime,shopping
3490,3490,buy me a ray ban is sunglasses ,shopping
117,117,i bought orea biscuits and coffee ,food
1635,1635,i have to fix my car ,transport
5734,5734,electricity bill ,bills
1143,1143,total cost of the buying grocery ,food
825,825,today i have bought coconut and mushrooms and mushrooms ,food
878,878,my expenses for meals,food
1527,1527,my bike was broken today ,transport
5776,5776,a house to pay a mortgage is paid ,bills
864,864,expense of dining,food
1865,1865,i came to us today ,transport
5798,5798,emi bills are paid ,bills
1320,1320,i filled the gas tank this morning ,transport
6473,6473,my election bill is payable ,bills
3256,3256,went for sneaker shopping,shopping
742,742,today i bought cream pies and chips ,food
448,448,i bought two ,food
4274,4274,the price of television,shopping
1938,1938,today i was going for a ride and filling deisel is car ,transport
3302,3302,I bought a colour printer,shopping
1992,1992,since the rain i had to take a cab to the office,transport
392,392,i bought 1 litre and meat from your father is ,food
1919,1919,it took me to get the petrol today ,transport
5737,5737,my mortgage is paid ,bills
997,997,i ordered the food,food
2802,2802,all expenses on my way to goa ,transport
1796,1796,cost of motor repair,transport
487,487,today i bought a vegetable and baked it ,food
4951,4951,bought sports,shopping
5974,5974,my electricity bill came due ,bills
2219,2219,and today i had to go out for my office,transport
4686,4686,bought new joysticks,shopping
4967,4967,sports shoes for running races,shopping
1458,1458,i went to the city for a walk,transport
5585,5585,i just paid my cell phone,bills
4666,4666,purchased new macbook pro,shopping
4500,4500,i bought smart watches,shopping
1656,1656,today my car didn not work ,transport
5212,5212,i bought a new one on my desk ,shopping
5138,5138,i bought a new headset ,shopping
6349,6349,my insurance premium will cover this month ,bills
5588,5588,i just paid my phone prepaid ,bills
1836,1836,tickets to the airport,transport
1279,1279,the breakfast from the hotel ,transport
387,387,i bought 1 lumen of milk and meat today and i ate it ,food
1253,1253,filled gas on my bike,transport
5433,5433,i paid the house,bills
4283,4283,i bought a new lens and ,shopping
2757,2757,i was thinking i m going on a trip today ,transport
2181,2181,i booked two tickets to the train,transport
4788,4788,i went and bought a few things ,shopping
5097,5097,i bought a color printer ,shopping
2441,2441,i went for a little ride out there on the bike ,transport
3733,3733,i bought a television,shopping
6441,6441,current fee of the month was paid ,bills
501,501,i bought ice creams ,food
1289,1289,i ve been to the hotel for breakfast ,transport
1360,1360,travel expense account ,transport
4400,4400,i bought amazon prime for a month on the street ,shopping
3532,3532,i really liked the sree and i bought it for free ,shopping
279,279,i brought the sauce and noodles ,food
4827,4827,i ve just bought an external hard drive ,shopping
3903,3903,i bought two pairs of t shirts today ,shopping
3776,3776,to have a big indian business i bought a laptop and a smartphone ,shopping
3387,3387,i bought allen is shirts at the mall ,shopping
6449,6449,current balance from month,bills
2223,2223,today i had to go to work at the office ,transport
5645,5645,mobile bill for paid up,bills
2579,2579,a petrol tank was on my car ,transport
3570,3570,i bought a smartphone from the amazon ,shopping
2791,2791,i m paying my way out of debt,transport
1725,1725,i only went to kollam today ,transport
1288,1288,i did breakfast at the hotel ,transport
3874,3874,i bought a watch through a shop that sells watches,shopping
1618,1618,my car is broken today ,transport
2561,2561,i just took the car for the sake of the rain ,transport
1057,1057,i ordered burger with uber is food,food
166,166,the vegetables were purchased for food,food
6149,6149,i paid one loan ,bills
5919,5919,i paid the monthly rental rent ,bills
5298,5298,new cologne,shopping
1357,1357,trip costs,transport
561,561,we went to a hypermarket for groceries ,food
549,549,i bought some stuff on the sale ,food
3657,3657,from amazon book from play,shopping
1193,1193,my car got crashed today,transport
151,151,i bought rice and other vegetarian meals ,food
3284,3284,I bought new novels,shopping
4585,4585,purchase the clothes for a wedding,shopping
1790,1790,oil for car fuel,transport
2301,2301,he went on a train ,transport
2259,2259,they took me to the car ,transport
1050,1050,i ordered burger burgers at uber eats ,food
2990,2990,ticket to delhi,transport
1236,1236,amount spend on my car repair,transport
5377,5377,he bought a new bike ,bills
2847,2847,i have to fill the car today ,transport
772,772,bought all the bread and bread ,food
2336,2336,i took uber from office ,transport
335,335,i bought tea ,food
5496,5496,the water is paid for,bills
1325,1325,today i filled out a gas station ,transport
5680,5680,broadband services fees,bills
2060,2060,i studied at the uber ,transport
4841,4841,new smart watch,shopping
2736,2736,i have an empty fuel tank on my car ,transport
1523,1523,i broke my bike today ,transport
1098,1098,i ate my meals ,food
2744,2744,i went to get gas i was on my way ,transport
4204,4204,my shopping tips,shopping
2927,2927,you have a gas for the car ,transport
2848,2848,i had my car full today ,transport
761,761,we bought house and bread ,food
3823,3823,i bought a new coat of rain ,shopping
4638,4638,i paid for her new sunglasses ,shopping
3035,3035,ticket for the train,transport
5530,5530,i pay the rent today ,bills
465,465,total cost to buy,food
188,188,she bought 1 kg of chicken ,food
779,779,i bought the house groceries and bread ,food
1833,1833,booked air tickets,transport
5201,5201,i bought a new graphic card and i m done ,shopping
4003,4003,i went shopping today!,shopping
1795,1795,car repair,transport
4748,4748,i read new novels ,shopping
2998,2998,i booked a ticket for the plane ,transport
1483,1483,i had to fill the motor oil on my car ,transport
1480,1480,i had to get diesel to run the car ,transport
3381,3381,i bought the shirt ,shopping
1121,1121,Purchased snacks and shakes,food
5571,5571,water authority,bills
1041,1041,i ordered burgers on uber eats ,food
3704,3704,the cost of a new television presenter,shopping
5217,5217,gpu card purchase,shopping
2634,2634,number of petrol payment,transport
1605,1605,bike don not start ,transport
1901,1901,i just went for a short drive today ,transport
3897,3897,i bought two pairs of jeans ,shopping
3353,3353,i went on a pilgrimage and expenses ,shopping
5724,5724,electricity bill will be paid ,bills
5457,5457,electric bills paid ,bills
5046,5046,purchases,shopping
5678,5678,charges for broadband internet connection are provided from,bills
4929,4929,purchased uniform uniforms,shopping
1604,1604,bikers don not start,transport
3382,3382,we bought allen at the shirts!,shopping
5453,5453,i had to pay rent for my house ,bills
4412,4412,i bought amazon a month ago ,shopping
5118,5118,inkjet printer,shopping
1537,1537,i had to hitch a bus ,transport
4065,4065,i bought a desktop with speakers and i also got a lot of books ,shopping
2962,2962,this trip was amazing for me ,transport
3489,3489,buy ray ban sunglasses today he is got a nice pair of sunglasses ,shopping
5971,5971,my electricity bills have been paid ,bills
2130,2130,my car broke down that i had to go ,transport
3077,3077,filling the petrol,transport
3117,3117,booking for buses,transport
321,321,i bought coffee and tea ,food
4802,4802,the books will be bought ,shopping
4383,4383,netflix took a year,shopping
5055,5055,purchased speaker,shopping
5221,5221,cpu card for purchase,shopping
4539,4539,i bought a brand new phone ,shopping
657,657,i ll keep bread and eggs ,food
3619,3619,the new amazon contract was great and i bought a desk ,shopping
3943,3943,i bought the children is uniforms ,shopping
6228,6228,i ve filed the tax returns in the last year ,bills
2396,2396,i had a filling station on my car ,transport
5328,5328,i bought a new black suit i m a black man ,shopping
2260,2260,i went to the garage to find a car ,transport
4571,4571,today i picked up a new car for you ,shopping
895,895,today i ate cookies and milk ,food
5954,5954,price for insurance,bills
4041,4041,purchased server of the desktop computer,shopping
1126,1126,I had snacks today,food
1777,1777,diesel for automobile,transport
6167,6167,my taxes are paid this year and we re happy here ,bills
3566,3566,i bought an amazon mobile ,shopping
5628,5628,i paid my bills ,bills
4130,4130,they re online for a couple of books,shopping
3076,3076,i took the petrol out of the car ,transport
796,796,today i bought 1 000 barrels of oil ,food
4578,4578,purchase material for marriage,shopping
4270,4270,the new television station,shopping
104,104,i ve bought cookies from oregon and coffee ,food
4950,4950,buy equipment for sports,shopping
3620,3620,i got into amazon is new deal and i bought a laptop ,shopping
2578,2578,i took a ride with an electric car!,transport
3460,3460,new addidas sneakers ,shopping
3313,3313,I purchased a new black suit,shopping
4211,4211,shopping expenses,shopping
1521,1521,my bike fell out ,transport
5620,5620,today i paid mobile bills ,bills
2636,2636,amount in gas,transport
1830,1830,i took the bus,transport
170,170,vegetables purchased from green sources,food
2839,2839,and today i had to pick up my gas ,transport
3414,3414,i bought jeans today ,shopping
6428,6428,water administration bill pays,bills
6526,6526,electricty bill paid,bills
4341,4341,i bought a new shirt for myself and i m doing all that i can now ,shopping
1625,1625,my car is gone ,transport
3462,3462,the new addidas shoes are wonderful ,shopping
3545,3545,i bought a new line today,shopping
4596,4596,the cost of the fabric,shopping
2273,2273,the cost of an office office to the office from an estate,transport
1267,1267,petrol is filled in my car,transport
37,37,bought snacks and drinks,food
3720,3720,today i bought my tv ,shopping
5882,5882,and i paid the rent for our house ,bills
315,315,bought eggs,food
2516,2516,i fixed this bike ,transport
3147,3147,plane ticket is booked ,transport
6005,6005,i pay the loan in my wallet ,bills
4636,4636,for a new pair of sunglasses ,shopping
4914,4914,they made uniforms for kids ,shopping
4045,4045,purchase a computer,shopping
5326,5326,i bought a black suit ,shopping
5423,5423,i paid the housekeeper a rent ,bills
6208,6208,paid by the tax on the basis of the tax in question ,bills
4272,4272,expenses for new television and video cameras,shopping
644,644,bread and rolls,food
5900,5900,annual rent,bills
4819,4819,i just bought a new external hard drive ,shopping
3731,3731,i bought tv today ,shopping
4824,4824,i just bought a new copy of external hard drive,shopping
1467,1467,he was on his way to the city on his way,transport
3065,3065,i fixed my bike for the week ,transport
5607,5607,paid bills paid,bills
5353,5353,grey suits ,shopping
4784,4784,i went and bought a little book ,shopping
5390,5390,new bike ,bills
5438,5438,i had to pay for the house ,bills
4602,4602,the expense of the fabric,shopping
65,65,coffee and coffee today?,food
2925,2925,gas is for my car ,transport
1396,1396,purchased fuel,transport
4961,4961,sports shoes to run,shopping
3922,3922,a bunch of uniform for kids,shopping
389,389,i bought the milk and meat today ,food
5441,5441,i had to pay my rent and i couldn not pay it ,bills
3885,3885,i bought a fridge for him online ,shopping
4568,4568,today i bought a new car and now they are taking it in my name too ,shopping
5725,5725,electricity bill is fully paid ,bills
3991,3991,today i purchased two sets of shorts and shirt ,shopping
2743,2743,i wanted to fill the gas ,transport
4593,4593,bought by the wedding,shopping
684,684,money to fish?,food
3803,3803,i bought a computer keyboard and mouse ,shopping
1354,1354,travel expenses,transport
5951,5951,bill for premiums,bills
1417,1417,today i flew from kochi to kochi ,transport
257,257,today i m gon na buy something new for myself,food
1786,1786,fuel for diesel,transport
2430,2430,i had to fill petrol in my car ,transport
6113,6113,i ll get paid on my bike this month ,bills
2264,2264,i took you to your house so i took you home ,transport
5160,5160,headphones ,shopping
462,462,total cost of buying groceries,food
2708,2708,fill up petrol ,transport
3190,3190,plane tickets are free tomorrow ,transport
6376,6376,a law law pay,bills
3229,3229,purchased sony camera,shopping
1808,1808,maintenance charge,transport
4609,4609,expenses for garments,shopping
2421,2421,i had to fill the tank for my bike ,transport
1903,1903,i ve only been on the road for a short time today,transport
5166,5166,headphones,shopping
3096,3096,my car is loaded ,transport
3295,3295,sports shoes for jogging,shopping
4123,4123,she bought some books online and bought the books ,shopping
2709,2709,fill with diesel gas in the car ,transport
84,84,today i bought some ,food
581,581,i bought my food from the supermarket,food
4908,4908,made for kids,shopping
2894,2894,my expenses at todays,transport
1374,1374,i filled my diesel today ,transport
1455,1455,we went for a ride in the city,transport
2316,2316,i booked a ticket for the flight ,transport
2281,2281,auto expenses from your place to your office ,transport
5563,5563,the bill for the city of rivers was paid by the water ministry ,bills
959,959,i have the bread and i m in the bath for dessert ,food
1970,1970,i just came by to see the office today,transport
4521,4521,i m looking for a new samsung phone ,shopping
6089,6089,emi is bank account for this month which should be the bank is bank ,bills
6178,6178,this year is tax is still paid,bills
3676,3676,it is been a pleasure to see you today today i ve bought a smartphone ,shopping
1212,1212,today i went to office by cab,transport
2465,2465,i took the car to my office for the rain and got in the car ,transport
973,973,order food through uber eats!,food
2100,2100,my bike was in maintenance on ,transport
833,833,i bought coconut and mushrooms today ,food
4651,4651,i paid my glasses for my new lens ,shopping
2027,2027,i took the uber to work ,transport
2553,2553,we just had a car accident in the office because of rain ,transport
4259,4259,new television production,shopping
6403,6403,i paid for the bills to water for this month and now !,bills
4483,4483,smartwatch bought it,shopping
3552,3552,i bought new clothes in the morning ,shopping
5259,5259,purchase fragrance,shopping
6287,6287,the bill for the phone phone bill is paid ,bills
3291,3291,school bags bought,shopping
1701,1701,i put 10 litre of diesel into the car ,transport
2819,2819,a gasoline tank on my bike,transport
114,114,i just wanted to buy a bunch of orea cookies coffee ,food
4022,4022,you bought me a microwave ,shopping
2346,2346,i took uber up ,transport
3757,3757,i bought these shoes today ,shopping
158,158,i bought rice meat and other vegetarians today,food
1910,1910,i just took a cab for a short ride ,transport
3595,3595,i just bought an ibm 8 today ,shopping
2656,2656,gas station number,transport
5494,5494,the election bill came very high this month,bills
3068,3068,i fixed him last week ,transport
759,759,today i bought biscuits and chips ,food
496,496,today i bought vegets ,food
3883,3883,i bought a fridge online in new york ,shopping
2722,2722,we went to the gas station we filled the tank ,transport
437,437,it is all expenses for dinner ,food
2295,2295,you went on a train ,transport
3873,3873,i bought a watch via a flip flop,shopping
1958,1958,i m just taking the bus to work today ,transport
1588,1588,i went around on my bike ,transport
1280,1280,i went to the hotel to eat my breakfast ,transport
5535,5535,i gave you my lease today ,bills
588,588,i bought all the food from the buffet right now ,food
2993,2993,we had a ticket to the train ,transport
4325,4325,phone company bought,shopping
2956,2956,this trip was amazing!,transport
839,839,i bought the coconut pudding and vegetines today ,food
4024,4024,i bought a microwave that is microwaving me today ,shopping
381,381,i bought me a litre of lamb and meat today ,food
2469,2469,i went to my car to get the rain ,transport
1874,1874,he traveled to korea ,transport
2376,2376,i had to go home today ,transport
1662,1662,i have a car in my diesel now ,transport
192,192,i bought 1 kg of chicken ,food
6142,6142,and i paid for the month loan ,bills
3509,3509,what i bought today,shopping
3581,3581,i bought iphone 8 today ,shopping
1319,1319,on today i filled the gas tanks,transport
3614,3614,i bought it from flipkart ,shopping
6253,6253,i m paid fully for my car insurance this year ,bills
4338,4338,i only bought a new dress and a shirt ,shopping
1372,1372,travel costs,transport
162,162,green vegetables purchased from the store ,food
4302,4302,a brand of new smartphone was bought ,shopping
4118,4118,she went online for some books ,shopping
4157,4157,i went shopping and bought a couple,shopping
1943,1943,today i went for a ride and filled deisel is car,transport
2658,2658,gas station amount ,transport
1826,1826,i went to work by bus ,transport
3989,3989,i bought two trousers shirts and shirts today ,shopping
3591,3591,i bought him an iphone 8 today ,shopping
236,236,today i ate ,food
6250,6250,i have a full year of insurance ,bills
2922,2922,they re filling the gas tank for my car ,transport
6400,6400,i ve paid water bills for the last month ,bills
1755,1755,expenses for the ride,transport
4067,4067,i bought a computer with speakers and there is plenty ,shopping
2269,2269,i took car to a home ,transport
1427,1427,i was on my way to kochi today ,transport
1988,1988,due to rains i had to go to the office ,transport
3868,3868,i bought a watch on the internet from flipkart ,shopping
4611,4611,expenditure for textile fibres,shopping
3064,3064,i fixed my bike last week and this time i know i m going to fix myself ,transport
6404,6404,i paid for the water ,bills
2781,2781,i m going to take my ticket on the road ,transport
4151,4151,i bought books about the leroy is pyrotechnics today ,shopping
6436,6436,the current year for the month is paid,bills
1058,1058,i ordered burger uber eats ,food
5964,5964,my electricity bill is still paid ,bills
4013,4013,today i went shopping,shopping
4934,4934,purchase ready ready,shopping
1387,1387,i have a diesel today ,transport
5617,5617,i paid my phone bills today ,bills
380,380,my last one was a dairy and meat shop today ,food
919,919,today it was spent,food
793,793,i bought one litre of oil today ,food
4192,4192,i went shopping for a sports bag ,shopping
407,407,i bought rice and chickens in new york ,food
6382,6382,a legislative bill has been paid,bills
3643,3643,bought sony is video camera ,shopping
4903,4903,make uniforms for the baby ,shopping
56,56,today i bought my first fine drink and snack ,food
3675,3675,book the playstation,shopping
3551,3551,i bought clothes today ,shopping
4337,4337,i bought this new shirt ,shopping
4736,4736,it was a new book and i bought a new novel ,shopping
582,582,i bought all the food from a super supermarket today ,food
163,163,purchase green vegetables,food
4350,4350,i just wanted to buy a new shirt and tie ,shopping
3668,3668,booked playstation from amazon ,shopping
5881,5881,i paid a rent check ,bills
2996,2996,i ve booked tickets for the trip ,transport
529,529,i went to the bake shop where i bought the cakes ,food
993,993,i ordered my breakfast salad ,food
3573,3573,i bought a smartphone online from amazon ,shopping
323,323,i m buying coffee ,food
5555,5555,my house is outstanding bill,bills
5681,5681,fees for the internet connection are charged ,bills
820,820,he bought a coconut and vegeta on monday ,food
393,393,i bought one kilo of milk and meat today ,food
1076,1076,i had lunch i had a good time ,food
6063,6063,emi will be deducted on my account ,bills
4132,4132,i went online and found a couple of books ,shopping
2432,2432,i had to fill petrol on my bike ,transport
2931,2931,he is filling my car ,transport
1105,1105,i ate the dinner ,food
412,412,today i bought rice chicken and other foodstuffs ,food
5579,5579,i just paid my mobile phone ,bills
5386,5386,bought a new bike ,bills
6296,6296,the month long channel subscription is at 2 95 monthly ,bills
6479,6479,i had to pay the home rent,bills
3185,3185,tickets to the plane for next week are still open for sale ,transport
2938,2938,i went a small trip in munar but there are those who still think i m just,transport
2575,2575,there were petrol on my car ,transport
1290,1290,i had breakfast at our hotel ,transport
808,808,i bought 1 kilo of beans today and 1 litre of oil and oil ,food
4447,4447,sales expenses,shopping
313,313,i bought eggs with eggs ,food
600,600,you have a new year here and i bought fresh fruit vegetables and fruit ,food
4479,4479,smartwatch purchase,shopping
2167,2167,he was in chennai on the train,transport
2442,2442,i took a short walk around my country when i was on my bike ,transport
4871,4871,i ve just bought you a new bag ,shopping
3338,3338,i went for a trip and a walk,shopping
2345,2345,i took uber in an office ,transport
5637,5637,phone bill paid fully,bills
1073,1073,i had lunch today ,food
3954,3954,i bought the uniforms ,shopping
1895,1895,i just went for a short break today but we re not sure about where we are ,transport
368,368,i went shopping today for vegetables ,food
1375,1375,i got diesel today ,transport
1200,1200,expense for the ride,transport
3212,3212,i had to go gas ,transport
2914,2914,the gas is already filled ,transport
1585,1585,i came on my bike ,transport
3003,3003,i booked the tickets for the trip ,transport
6150,6150,i have a monthly loan of 12 000 ,bills
1740,1740,i went on a bike to waynad ,transport
116,116,i bought those cookies orea ,food
4562,4562,in today is day i bought a new car ,shopping
863,863,my share of meals,food
3388,3388,i bought allen sable shirts ,shopping
415,415,today i purchased rice chicken and other items ,food
2106,2106,my bike is repaired ,transport
3406,3406,today i bought jeans and t shirts ,shopping
3458,3458,the new addidas shoes are very good,shopping
1916,1916,i had to bring petrol today ,transport
1822,1822,i took a bus to the airport ,transport
2172,2172,she was on the subway in chennai on a train ,transport
1652,1652,i have to fix him today ,transport
1563,1563,i went to the gas station today ,transport
4904,4904,they made uniforms for the kids ,shopping
5446,5446,i just needed to pay the rent ,bills
5003,5003,i bought gym equipment such as dumbell is ics,shopping
3898,3898,i bought two jeans ,shopping
4375,4375,i bought a subscription,shopping
345,345,i bought a new grocery today and i m getting ready for bed ,food
5206,5206,i bought a brand new graphics card from my desk ,shopping
6499,6499,paid my broadband bills,bills
3264,3264,I just bought a new pair of shirt and t shirt,shopping
2498,2498,my bike isn not working so i had to fix it ,transport
6279,6279,bill for the phone bill is fully paid ,bills
963,963,order the food over uber eats ,food
765,765,i bought a whole bunch of groceries and bread ,food
432,432,food for me today ,food
1286,1286,i ve got breakfast from the hotel ,transport
2694,2694,fill car battery ,transport
4011,4011,today i bought shoes ,shopping
441,441,i ordered two meals today ,food
2381,2381,i had to go to my house tomorrow ,transport
6339,6339,my insurance plan pays me this month ,bills
6122,6122,a prepaid phone bill is paid,bills
6510,6510,emi is deducted from my account,bills
6141,6141,i paid a loan this month and i m done ,bills
3126,3126,tickets for bus,transport
369,369,i m doing a vegetable shopping today ,food
283,283,milk and milk,food
2140,2140,i flew to kashmir today ,transport
1226,1226,auto expense from home to office,transport
2837,2837,i had to refill my fuel today ,transport
391,391,i bought 1 litre milk ,food
2771,2771,we went for a ride today ,transport
4628,4628,i bought my jeans and my shirt ,shopping
4804,4804,new books were released ,shopping
5834,5834,i paid my salary,bills
2974,2974,book ticket for delhi,transport
6086,6086,emi this month for my car will be credited with the insurance,bills
3100,3100,they filled my car without a ticket ,transport
1779,1779,a subsidy for fuel for the diesel engines,transport
4884,4884,i got my school bag ,shopping
5801,5801,ems is paid,bills
1601,1601,biker is not taking off,transport
2724,2724,he went to the gas station ,transport
590,590,today i bought everything from the supermarket ,food
1234,1234,went for a short trip around the state on my bike,transport
2158,2158,i went to chennai train with him ,transport
5240,5240,bought a tv,shopping
354,354,she is buying new things today ,food
955,955,i made biscuits for breakfast ,food
2317,2317,i booked flights ,transport
4540,4540,bought a brand new mobile ,shopping
5071,5071,i ve just bought a new raincoat ,shopping
1791,1791,cost of diesel,transport
1025,1025,uber eats a meal,food
2987,2987,flight to delhi airport ,transport
3312,3312,new cologne bought,shopping
4513,4513,i bought a smartwatch from her ,shopping
1603,1603,motorcycle doesn not start ,transport
1922,1922,i had to pay the gasoline today ,transport
609,609,i m buying new vegetables today ,food
926,926,a penny for dinner ,food
1006,1006,from swiggy i ordered ,food
2180,2180,tickets booked for the subway in two days,transport
2699,2699,make petrol on the car ,transport
4621,4621,i bought a pair of jeans a skirt ,shopping
5310,5310,new cologne purchase,shopping
2585,2585,petrol is on my car ,transport
2580,2580,he drove my car,transport
3330,3330,gas for use,shopping
2935,2935,i went for a short tour of munnar ,transport
3026,3026,second class training train,transport
1248,1248,went to gas station and filled gas,transport
1432,1432,today i ve been on my way to kochi,transport
5818,5818,i paid my taxes ,bills
3494,3494,buy ray ban sunglasses today ,shopping
2459,2459,the rain fell on me and i wanted to take my car back for the office ,transport
3254,3254,i purchased a book on leraning python today,shopping
2480,2480,my car repair ,transport
2477,2477,spending on repairs,transport
5950,5950,bill of insurance,bills
6175,6175,these are my taxes,bills
6226,6226,i filed my taxes ,bills
513,513,i bought ice cream today ,food
4168,4168,i went for book sale and bought a lot of them ,shopping
4998,4998,i bought gym equipment like dumbell is ,shopping
6386,6386,elections bill paid,bills
5695,5695,internet access charges are reimbursed,bills
4321,4321,smartphone is bought,shopping
5774,5774,i paid this monthly mortgage for that house!,bills
5897,5897,house rent paid for,bills
891,891,i bought cookies and milk today and she didn not give me any money ,food
726,726,on wednesday i bought burgers and sandwiches,food
1140,1140, today i bought rice chicken and other items,food
2047,2047,ub for the day,transport
1782,1782,amount of fuel for the vehicle,transport
3860,3860,i bought some watches online,shopping
4156,4156,i went to book stores and i bought a few ,shopping
3686,3686,today i bought an old fashioned smartphone ,shopping
1512,1512,i was on a motorcycle trip ,transport
4816,4816,we just have a new external hard drive ,shopping
2655,2655,gas station,transport
5913,5913,house rent is paid,bills
893,893,today i bought cookies ,food
374,374,i was going to buy fresh vegetables today ,food
4160,4160,i went shopping bought a few books and left ,shopping
1769,1769,expense for ride,transport
3914,3914,i bought two jeans today and a pair of shorts,shopping
5005,5005,i bought gym equipment as dumbells ,shopping
5006,5006,bought gym equipment like dumbells ,shopping
2798,2798,all expenses to go to goa ,transport
1331,1331,i filled the pipeline today ,transport
918,918,for lunch today ,food
5492,5492,this month the ewes bill was very high ,bills
5403,5403,buy new car at,bills
856,856,i bought some cashew nuts and dried nuts ,food
6417,6417,the bill for the water authority is repaid ,bills
990,990,i ordered my breakfast ,food
383,383,i bought an apple milk and meat today ,food
186,186,the chicken cost me 1 kg sir ,food
181,181,1 kg chickens ,food
3953,3953,i bought a kids jersey ,shopping
5802,5802, s bills are paid ,bills
3926,3926,bought the uniform for the kids ,shopping
3318,3318,gas charges,shopping
6407,6407,i paid for the water bill ,bills
5744,5744,my house is on my account,bills
2044,2044,uber price for the day,transport
5962,5962,the electricity bill is paid from here!,bills
3357,3357,he went shopping for shoes ,shopping
2196,2196,i m going to go to an office today ,transport
2390,2390,i had to go home on my way today ,transport
4887,4887,my bags will be bought,shopping
2425,2425,i had to fill the tank for the bike ,transport
3280,3280,purchased a new macbook pro laptop,shopping
5606,5606,billing payable,bills
1252,1252,all expense for my trip to goa,transport
2108,2108,my bike repair business was going on ,transport
957,957,i had some bread today and jam ,food
1478,1478,i had to fill my engine!,transport
956,956,i made jam for the breakfast ,food
2569,2569,i ve just been at the office with the rain too ,transport
1847,1847,hotel air ticket,transport
5641,5641,mobile payment to be fully paid,bills
4408,4408,i bought amazon prague for a month ,shopping
347,347,i bought new food today ,food
5925,5925,i paid the fees of the subscription ,bills
78,78,i ll buy some coffee and chips!,food
3523,3523,i really liked the first class saree and i bought him ,shopping
2723,2723,went to the gas station and ran over for gasoline ,transport
3688,3688,today i bought a phone ,shopping
780,780,the first of the two ships in the cargo room had purchased 1 liter of oil ,food
3809,3809,i bought the keyboard today ,shopping
518,518,i bought ice cream today for my lunch tomorrow ,food
1284,1284,where did i get my breakfast from the hotel?,transport
4716,4716,we got a movie ticket and we bought that ,shopping
5761,5761,i paid a fully booked mortgage ,bills
5756,5756,and he is right about my home mortgage ,bills
1183,1183,today i traveled to kochi,transport
4478,4478,smartwatch purchases,shopping
6102,6102,in full emi will receive her bike after this month ,bills
4684,4684,i bought a new set of joysticks ,shopping
262,262,i bought soup and noodles ,food
4128,4128,i came online for a couple of books ,shopping
3907,3907,i bought two pairs of shorts today and a shirt ,shopping
6301,6301,i paid a monthly subscription in advance and paid for the service ,bills
4664,4664,i bought a new computer from macbooks ,shopping
4035,4035,i bought a microwave owl this morning ,shopping
975,975,order food via uber ,food
318,318,they bought eggs bread and bread ,food
1464,1464,he drove for a drive down to the city ,transport
76,76,coffee and fried cheese in the morning ,food
5621,5621,i paid the bills today ,bills
2977,2977,booking for flights out of delhi,transport
5168,5168,phone purchase,shopping
4167,4167,i went out for book purchases and i bought the book ,shopping
981,981,i ordered my food ,food
784,784,oil is purchased today,food
161,161,they bought raw vegetables,food
6222,6222,and i signed up for the yearly tax returns!,bills
2218,2218,today i was going to go out to work with the bus ,transport
1620,1620,my car broke up and today they broke her up ,transport
340,340,he bought a new business today ,food
2913,2913,the gas in the car ,transport
39,39,purchased candy and snacks,food
5402,5402,a purchase of a new car,bills
5883,5883,i paid for the apartment in rent ,bills
5605,5605,paid by the payment of the invoice,bills
3717,3717,i bought a lcd today ,shopping
3978,3978,i bought two pairs of trousers and my shirts today ,shopping
1578,1578,i went to the bike show,transport
6433,6433,the water agency is bill was paid ,bills
4076,4076,he would buy a mouse and a keyboard ,shopping
44,44,today today i bought great drinks and food ,food
1116,1116,i went for dinner on the table ,food
